FIPS,Population,< 18,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,Household Income,% Free Lunch,"Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associates degree, 2014-18","Percent of adults with a bachelors degree or higher, 2014-18",PercentPoverty,PercentYouthPoverty,PercentInfantPoverty0-4,Per-pupil-Spending,Total-Spending,Instructor-spending-per-pupil,Instructor-spending,SupportServices-per-pupil,SupportServices,MN,AB,AP
5013,5144,19.5,22.2,0.4,0.2,0.0,3.1,73,35464.0,50.0,17.3,43.6,27.0,12.1,15.7,21.1,19.5,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5015,27512,22.3,0.4,1.1,0.7,0.3,13.3,83,33579.0,53.0,14.2,34.6,30.8,20.4,16.1,24.8,24.3,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5017,11721,22.9,53.0,0.3,0.5,0.0,5.0,41,27966.0,98.0,19.3,39.2,26.7,14.7,31.4,44.1,40.9,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5019,22858,19.1,23.5,0.7,0.6,0.0,4.3,70,34478.0,49.0,10.8,30.5,31.0,27.6,19.9,26.4,25.1,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5021,15880,21.8,0.6,0.3,0.2,0.0,1.5,96,32564.0,49.0,19.3,41.2,27.8,11.6,20.7,29.3,27.2,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5023,25901,19.9,0.5,0.6,0.2,0.0,2.2,95,42265.0,42.0,15.3,40.7,29.1,14.9,14.6,23.8,21.7,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5025,8672,24.5,12.0,0.4,0.2,0.0,1.8,85,41864.0,38.0,11.4,47.2,25.2,16.2,15.5,21.0,18.4,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5027,24401,22.6,36.1,0.4,0.8,0.0,2.4,60,33533.0,56.0,15.0,39.9,24.5,20.6,22.4,27.6,27.2,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5029,21270,23.7,11.0,0.9,0.5,0.0,3.7,82,37830.0,52.0,14.1,43.4,26.5,16.0,17.9,26.5,24.1,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5031,98315,24.9,13.3,0.5,1.2,0.0,4.6,79,39410.0,46.0,10.9,34.1,28.7,26.3,17.9,24.9,22.7,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5033,61944,25.8,1.4,2.3,1.5,0.1,6.3,86,37552.0,50.0,14.8,37.4,32.4,15.3,16.0,22.8,19.9,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5035,50525,28.5,50.5,0.4,0.7,0.0,2.1,45,34905.0,79.0,17.6,35.0,29.4,18.0,19.2,29.0,28.4,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5037,17781,24.6,22.5,0.4,0.5,0.0,1.5,74,35268.0,58.0,17.2,41.5,25.8,15.4,18.0,27.6,26.1,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5039,8072,23.3,41.8,0.6,0.2,0.0,2.6,54,30728.0,55.0,16.4,43.4,26.6,13.7,21.3,34.2,32.4,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5041,12763,25.9,46.9,0.5,0.4,0.1,4.7,47,30186.0,70.0,21.2,44.0,22.4,12.4,24.3,36.1,34.0,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5043,18467,23.4,28.0,0.4,0.6,0.0,2.7,67,35627.0,54.0,14.9,35.4,29.1,20.6,19.5,27.3,25.7,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5045,116342,24.1,10.5,0.7,1.2,0.1,4.0,82,49314.0,35.0,8.7,30.5,30.7,30.0,15.4,17.2,16.6,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5047,18047,24.1,1.0,1.2,1.0,0.1,2.2,93,38245.0,44.0,17.4,40.1,30.7,11.8,18.3,23.2,20.8,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5049,12296,20.8,0.5,0.7,0.3,0.0,0.9,96,33696.0,51.0,15.4,37.2,35.6,11.8,20.6,32.8,29.9,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5051,97124,20.8,8.1,0.7,0.8,0.1,5.0,84,35651.0,49.0,11.6,31.5,36.7,20.2,20.4,35.4,32.3,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5053,17988,24.0,2.5,0.5,0.3,0.0,2.3,93,46538.0,35.0,8.5,44.2,29.0,18.3,13.1,18.3,16.0,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5055,42720,25.1,0.8,0.6,0.3,0.0,2.4,95,37893.0,46.0,12.7,44.2,27.2,15.9,16.5,23.5,19.8,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5057,22541,26.1,29.1,0.7,0.5,0.2,12.1,56,30922.0,69.0,19.0,36.9,28.9,15.1,20.6,30.9,30.3,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5059,32881,23.1,10.9,0.6,0.3,0.1,2.9,84,38082.0,48.0,14.6,39.6,31.1,14.7,18.7,29.7,29.7,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5061,13886,26.5,20.2,1.0,0.7,0.1,10.2,67,33079.0,59.0,17.1,37.3,30.8,14.7,17.3,27.3,26.2,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5063,36861,24.0,2.2,0.7,0.9,0.2,5.9,89,34690.0,47.0,14.2,35.8,31.0,18.9,14.5,20.3,18.4,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5065,13419,18.8,1.6,0.9,0.3,0.0,1.8,94,31245.0,46.0,14.9,37.8,33.5,13.8,18.7,27.9,25.8,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5067,17866,20.7,16.9,0.6,0.3,0.1,2.7,78,32750.0,59.0,21.1,41.1,27.7,10.2,25.6,30.4,30.2,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5069,76246,23.6,54.5,0.4,0.9,0.0,1.7,41,37704.0,61.0,14.0,38.5,29.7,17.8,22.2,33.8,32.3,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5071,25742,24.8,1.5,1.2,0.8,0.1,12.8,83,34182.0,60.0,20.6,41.2,22.3,15.8,22.2,33.5,32.4,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5073,7516,22.7,36.6,0.4,0.4,0.0,1.9,60,30057.0,73.0,18.3,41.3,24.0,16.5,22.8,34.8,35.1,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5075,17178,22.6,0.9,0.4,0.2,0.0,1.0,96,32678.0,54.0,14.5,40.4,30.1,15.0,17.7,26.8,24.5,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5077,10326,20.3,54.1,0.6,0.4,0.0,1.9,42,27894.0,85.0,27.0,40.8,23.3,8.9,43.0,50.9,46.4,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5079,14006,19.0,29.8,0.4,0.3,0.0,3.4,65,35854.0,51.0,18.7,50.3,22.1,8.9,27.5,27.1,25.1,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5081,12996,23.6,19.1,1.8,0.3,0.0,3.1,74,38937.0,51.0,11.8,42.7,34.0,11.4,16.0,24.1,22.7,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5083,22290,24.3,1.4,1.2,1.8,0.0,2.4,92,34000.0,50.0,14.9,45.0,28.0,12.1,18.6,29.5,27.6,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5085,69341,27.1,6.3,0.7,0.9,0.1,3.5,87,49579.0,32.0,11.3,35.1,33.3,20.3,11.9,15.9,14.5,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5087,15776,23.8,0.4,1.4,0.5,0.1,5.0,92,34292.0,51.0,20.3,45.6,21.6,12.5,18.4,26.5,25.7,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5089,16573,17.6,0.4,0.8,0.3,0.0,1.9,95,32685.0,54.0,13.1,36.8,32.8,17.2,18.7,32.0,30.2,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5091,43759,24.2,23.8,0.8,0.5,0.1,3.0,70,37728.0,55.0,14.0,35.9,33.5,16.6,21.9,32.7,32.2,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5093,45966,27.9,33.8,0.4,0.6,0.0,3.7,60,33426.0,73.0,19.3,38.6,29.3,12.8,25.7,35.9,35.0,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5095,8075,22.5,40.3,0.6,0.6,0.0,2.0,55,27758.0,90.0,22.9,43.0,23.6,10.5,26.0,38.9,40.1,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5099,9017,23.6,30.4,0.6,0.3,0.0,2.8,65,31590.0,63.0,13.2,43.8,27.6,15.4,21.3,30.0,28.1,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5101,8264,20.4,0.2,1.3,0.3,0.0,1.8,94,31224.0,59.0,17.4,40.8,25.6,16.2,17.4,32.9,31.1,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5103,25880,23.2,39.9,0.4,0.4,0.0,1.7,56,35095.0,60.0,14.4,41.6,28.0,16.0,23.3,32.7,28.4,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5105,10405,22.5,2.1,0.7,0.2,0.0,2.5,93,38858.0,41.0,16.6,40.7,30.8,11.9,14.7,23.7,23.5,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5107,21442,27.8,62.2,0.4,0.4,0.0,1.5,35,26892.0,88.0,21.6,30.1,34.3,14.0,35.4,47.9,45.5,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5109,11259,24.5,3.0,0.9,0.7,0.0,6.8,88,30054.0,53.0,15.2,38.9,31.2,14.7,17.8,27.9,26.5,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5111,24514,24.2,7.4,0.3,0.2,0.0,2.3,89,30761.0,71.0,19.4,44.3,26.3,10.1,23.7,35.2,33.2,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5113,20610,23.3,0.4,1.7,0.5,0.0,6.2,89,31030.0,64.0,15.4,37.4,34.0,13.3,20.0,29.7,27.9,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5115,62331,22.9,3.0,1.0,1.1,0.1,7.1,86,38095.0,45.0,15.2,35.5,27.4,22.0,16.0,20.4,19.0,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5117,8618,21.0,12.1,0.4,0.1,0.0,1.0,85,36088.0,58.0,17.8,40.0,27.1,15.1,15.8,24.1,23.6,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5119,386299,24.0,34.7,0.6,2.1,0.1,6.0,55,43898.0,55.0,9.6,26.2,30.2,34.1,16.7,25.9,23.9,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5121,18017,23.0,0.9,0.6,0.2,0.0,1.7,95,33210.0,58.0,17.3,35.6,33.1,14.0,17.4,26.5,25.0,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5123,27970,23.5,51.5,0.8,0.5,0.0,4.3,42,28467.0,99.0,19.4,38.8,31.2,10.6,35.6,46.0,45.1,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5125,109526,24.2,5.2,0.6,0.9,0.0,3.9,88,54372.0,30.0,9.6,31.5,32.9,26.1,9.7,13.0,11.9,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5127,11272,25.2,0.8,2.1,3.6,0.0,7.0,85,31163.0,55.0,21.1,43.0,26.8,9.1,20.2,30.1,27.2,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5129,8036,20.1,0.2,1.3,0.2,0.0,1.7,95,26990.0,61.0,15.5,45.1,26.9,12.5,24.3,34.9,33.4,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5131,127127,25.1,6.4,2.2,4.2,0.2,12.6,72,38404.0,52.0,16.8,32.0,31.4,19.7,15.6,23.0,20.8,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5133,17293,29.4,4.2,3.2,0.4,0.1,31.5,60,30899.0,63.0,25.7,36.1,26.7,11.5,20.1,29.5,29.3,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5135,17380,21.3,0.8,1.0,0.3,0.0,1.8,95,28760.0,53.0,16.4,42.0,30.3,11.3,20.7,34.4,32.5,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5137,12603,20.6,0.3,0.8,0.4,0.0,1.5,96,29182.0,48.0,20.4,36.3,30.5,12.8,20.3,33.0,31.5,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5139,41427,23.8,32.8,0.5,0.6,0.1,3.8,61,37193.0,51.0,15.2,35.2,28.7,20.8,18.2,25.1,23.7,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5141,17083,19.9,0.6,0.8,0.4,0.0,2.8,94,34513.0,54.0,14.2,43.9,27.8,14.1,16.4,26.9,25.2,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5143,207521,25.3,3.1,1.4,2.3,2.0,15.8,74,39230.0,46.0,15.0,26.3,25.8,32.8,15.2,16.9,14.4,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5145,78167,23.9,4.2,0.7,0.6,0.1,4.0,89,42958.0,42.0,14.6,38.4,25.6,21.4,16.6,22.4,20.6,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5147,7229,22.5,27.1,0.4,0.2,0.1,1.3,69,27357.0,74.0,20.0,42.5,25.5,12.0,23.7,36.4,35.0,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
5149,22060,26.0,1.5,0.9,1.5,0.1,19.2,76,33747.0,63.0,19.9,40.9,25.7,13.5,16.3,24.8,23.4,"$9,846.00","$4,750,938.00","$5,539.00","$2,658,253.00","$3,762.00","$1,802,769.00",278,69,28
6001,1529875,22.3,12.1,1.2,27.0,1.0,22.8,34,67295.0,35.0,12.0,17.6,24.4,46.0,9.0,9.8,9.4,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6003,1102,19.2,0.1,21.8,0.7,0.0,7.7,71,46706.0,45.0,11.1,28.7,30.2,30.0,17.3,34.7,29.7,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6005,37953,16.4,2.6,2.1,1.3,0.2,12.9,79,51553.0,32.0,9.7,28.7,41.3,20.3,11.8,13.8,13.7,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6007,220266,20.5,1.5,2.3,4.4,0.3,14.7,74,39208.0,47.0,10.7,22.7,40.0,26.5,18.5,20.1,17.9,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6009,45052,19.1,0.9,1.8,1.4,0.2,10.8,83,50599.0,36.0,9.6,27.6,44.0,18.7,12.1,17.5,16.7,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6011,21549,29.7,0.8,2.7,1.6,0.5,56.1,39,47469.0,59.0,30.6,23.7,30.3,15.4,11.0,14.1,13.7,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6013,1066096,24.4,8.9,1.0,15.2,0.6,24.8,47,74241.0,30.0,10.6,17.6,30.1,41.7,7.8,9.2,8.0,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6015,28659,21.2,3.9,8.6,3.5,0.2,18.4,64,35598.0,54.0,19.0,31.5,35.2,14.3,20.4,26.6,25.3,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6017,180938,22.2,0.8,1.4,3.7,0.2,12.3,80,61970.0,22.0,6.9,21.2,38.2,33.7,8.1,9.0,8.3,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6019,942904,29.5,4.8,3.0,10.3,0.3,50.9,32,42572.0,60.0,24.7,22.9,31.7,20.7,21.3,30.2,29.3,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6021,28128,27.7,0.8,3.1,2.9,0.2,38.4,55,40221.0,55.0,24.7,28.2,33.2,13.9,15.4,18.6,17.9,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6023,134761,19.6,1.1,6.0,2.5,0.3,10.2,77,39526.0,40.0,9.7,23.5,37.1,29.8,20.3,23.2,19.9,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6025,177057,28.8,3.0,2.6,2.4,0.2,80.6,14,36898.0,63.0,31.0,24.5,30.0,14.5,21.4,30.2,31.0,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6027,18478,21.1,0.7,12.4,1.3,0.1,20.1,66,44928.0,40.0,11.2,29.3,33.5,26.1,12.3,15.1,14.7,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6029,851710,29.9,5.4,2.7,4.7,0.3,50.0,38,44903.0,59.0,26.2,27.7,30.0,16.1,20.5,27.4,26.5,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6031,153765,27.6,6.8,2.9,4.2,0.3,51.4,35,48319.0,57.0,26.3,25.5,34.7,13.5,18.8,23.2,22.4,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6033,64323,20.7,1.8,4.0,1.3,0.2,17.7,74,35882.0,58.0,14.8,30.1,39.3,15.8,18.4,26.3,25.1,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6035,34200,17.5,8.8,4.2,1.3,0.5,18.0,66,47938.0,29.0,17.2,33.2,37.5,12.0,15.8,15.8,15.4,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6037,9889056,24.1,8.3,1.5,14.2,0.4,48.1,28,52239.0,51.0,21.3,20.7,26.2,31.8,14.2,19.9,19.5,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6039,152925,28.2,3.5,4.5,2.2,0.2,54.5,38,44795.0,63.0,28.1,25.0,32.4,14.5,20.2,28.5,27.5,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6041,255031,20.5,2.7,1.2,5.8,0.3,15.7,73,78470.0,20.0,6.8,10.9,23.5,58.8,6.6,6.4,5.8,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6043,18191,17.6,0.8,3.2,1.3,0.2,9.9,82,42175.0,40.0,9.6,26.5,40.4,23.4,14.9,23.2,21.9,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6045,87553,22.1,0.7,6.1,1.9,0.2,22.9,68,41236.0,56.0,13.1,25.8,36.5,24.7,17.5,25.5,22.1,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6047,259898,31.2,3.4,2.4,7.9,0.4,55.7,31,40016.0,65.0,30.6,25.8,29.6,14.0,21.2,28.5,27.6,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6049,9517,21.6,1.0,5.2,1.1,0.2,14.3,78,34654.0,51.0,14.4,32.3,37.4,15.9,19.1,27.2,25.5,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6051,14309,21.2,0.5,2.6,1.7,0.1,27.0,67,48758.0,41.0,11.3,22.8,35.3,30.6,9.3,11.6,11.2,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6053,421898,26.8,2.8,2.7,6.9,0.6,56.1,32,52746.0,58.0,28.7,20.4,26.4,24.5,13.3,19.2,19.0,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6055,138088,22.9,1.9,1.3,7.2,0.4,32.9,56,61179.0,35.0,14.9,18.0,32.2,34.9,8.8,8.9,8.7,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6057,98612,18.8,0.4,1.2,1.3,0.1,8.9,86,53833.0,25.0,5.8,18.4,39.2,36.6,10.3,13.7,12.8,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6059,3055745,24.1,1.6,1.1,18.4,0.4,34.1,44,72046.0,38.0,14.9,17.1,28.1,39.9,10.5,13.3,13.0,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6061,357138,24.0,1.4,1.1,6.3,0.3,13.3,75,69581.0,20.0,5.4,18.2,37.8,38.6,7.1,7.2,6.8,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6063,19765,17.7,1.0,3.1,0.9,0.1,8.5,85,44923.0,29.0,6.1,25.2,45.2,23.5,12.5,19.6,19.0,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6065,2239620,27.8,6.0,1.9,6.5,0.4,46.1,39,52491.0,46.0,18.3,26.9,33.0,21.8,12.7,17.1,16.3,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6067,1436105,25.2,9.9,1.6,15.0,1.1,22.0,48,52236.0,44.0,12.6,22.3,34.6,30.4,14.3,20.5,20.6,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6069,56072,28.4,0.7,3.1,3.2,0.3,56.9,38,62618.0,46.0,20.1,24.8,35.4,19.7,8.6,11.9,11.3,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6071,2065377,28.7,8.4,2.0,6.9,0.5,49.9,33,51017.0,56.0,20.5,26.5,32.8,20.3,14.9,21.4,20.5,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6073,3140069,23.1,4.8,1.4,11.4,0.6,32.5,48,59290.0,40.0,12.9,18.4,30.6,38.1,11.5,14.9,15.1,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6075,812826,13.5,5.7,0.9,33.9,0.5,15.4,42,69354.0,49.0,11.5,12.3,19.1,57.1,10.1,10.9,11.1,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6077,696214,28.9,7.1,2.0,15.5,0.7,39.4,35,50376.0,51.0,21.1,28.2,32.2,18.4,14.3,20.5,20.5,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6079,271969,18.4,2.1,1.4,3.7,0.2,21.3,70,53877.0,34.0,9.1,19.8,36.4,34.6,12.7,10.8,10.1,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6081,727209,22.1,2.7,0.9,25.8,1.6,25.6,42,81378.0,29.0,10.8,15.0,24.2,49.9,6.8,7.0,6.4,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
6083,426878,22.7,1.8,2.2,5.5,0.3,43.4,47,59494.0,45.0,19.0,17.9,29.2,33.8,12.6,14.7,14.7,"$11,495.00","$72,641,244.00","$6,849.00","$42,587,272.00","$4,191.00","$26,058,021.00",276,65,28
